window,cap,genre,question_id,correct,prediction,api_calls,lookup_used,elapsed_seconds,prompt_tokens,completion_tokens,total_tokens
2,5,news,81,False,No one.,2.0,True,0.8,25282.0,10.0,25292.0
2,5,news,40,False,Lined up to empty their accounts.,2.0,True,126.4,25592.0,228.0,25820.0
2,5,news,74,False,No one.,2.0,True,9.1,25184.0,1171.0,26355.0
2,5,news,84,False,Nowhere mentioned.,2.0,True,4.9,25433.0,14.0,25447.0
2,5,news,82,False,No information.,2.0,True,5.8,25541.0,10.0,25551.0
2,5,news,85,False,No information.,2.0,True,11.0,25377.0,1177.0,26554.0
2,5,news,83,False,No information.,2.0,True,49.9,25379.0,1177.0,26556.0
2,5,news,86,False,Engine fell off.,2.0,True,45.5,25531.0,17.0,25548.0
2,5,news,88,False,No information.,2.0,True,1.2,25353.0,10.0,25363.0
2,5,news,87,False,No.,2.0,True,35.6,25237.0,15.0,25252.0
2,5,news,90,False,Engulfed,1.0,False,2.7,24460.0,4.0,24464.0
2,5,news,89,False,Restore democracy.,2.0,True,3.4,25350.0,226.0,25576.0
2,5,news,93,False,Scoliosis,1.0,False,0.9,24456.0,4.0,24460.0
2,5,news,92,False,£125 million,2.0,True,2.2,25562.0,10.0,25572.0
2,5,news,94,True,Human shields.,1.0,False,1.2,24462.0,4.0,24466.0
2,5,news,91,False,Battling.,2.0,True,6.0,25517.0,791.0,26308.0
2,5,news,97,False,No information.,2.0,True,1.3,25138.0,10.0,25148.0
2,5,news,60,False,No information provided.,2.0,True,124.9,25398.0,11.0,25409.0
2,5,news,95,False,Three Chinese citizens.,2.0,True,4.3,25352.0,326.0,25678.0
2,5,news,96,False,Civilian deaths.,2.0,True,4.0,25174.0,584.0,25758.0
2,5,news,98,False,"Cape Town, South Africa.",1.0,False,6.3,24455.0,8.0,24463.0
2,5,news,101,False,Blood was drawn.,2.0,True,5.0,25421.0,11.0,25432.0
2,5,news,100,False,Not mentioned.,2.0,True,15.9,25333.0,13.0,25346.0
2,5,news,99,False,No information.,2.0,True,49.8,25381.0,1177.0,26558.0
2,5,news,102,False,None.,2.0,True,45.5,25126.0,9.0,25135.0
2,5,news,104,False,Trend.,2.0,True,34.9,25440.0,10.0,25450.0
2,5,news,106,False,"Cape Town, South Africa",1.0,False,1.1,24456.0,7.0,24463.0
2,5,news,107,False,No information provided.,2.0,True,3.4,25469.0,11.0,25480.0
2,5,news,109,False,38 years old.,1.0,False,0.3,24455.0,5.0,24460.0
2,5,news,110,False,Chris Lewis,1.0,False,0.5,24464.0,3.0,24467.0
2,5,news,108,False,Birds.,2.0,True,4.5,25406.0,394.0,25800.0
2,5,news,103,False,Classes,2.0,True,52.1,25537.0,839.0,26376.0
2,5,news,105,False,I didn't want to die.,2.0,True,8.2,25550.0,713.0,26263.0
2,5,news,113,False,62,2.0,True,1.5,25522.0,8.0,25530.0
2,5,news,115,False,mud-slinging,1.0,False,1.0,24457.0,6.0,24463.0
2,5,news,114,False,Algeria,2.0,True,3.4,25298.0,223.0,25521.0
2,5,news,117,True,Garbage.,1.0,False,0.4,24460.0,4.0,24464.0
2,5,news,112,False,No answer available.,2.0,True,8.8,25449.0,1163.0,26612.0
2,5,news,116,False,53,2.0,True,16.0,25398.0,8.0,25406.0
2,5,news,118,False,None.,2.0,True,14.4,25449.0,1164.0,26613.0
2,5,news,119,False,There is no information about Coca-Cola in the passage.,2.0,True,44.6,25128.0,18.0,25146.0
2,5,news,111,False,None (the passage does not mention Hamas),2.0,True,55.3,25377.0,1081.0,26458.0
2,5,news,121,False,No information is given about Boy George.,2.0,True,35.9,25128.0,15.0,25143.0
2,5,news,120,False,No one.,2.0,True,36.8,25599.0,16.0,25615.0
2,5,news,125,True,Andrea Bocelli,1.0,False,1.7,24457.0,6.0,24463.0
2,5,news,124,False,Kirstie Alley's weight loss.,2.0,True,3.8,25456.0,15.0,25471.0
2,5,news,123,False,There is no mention of Youssif or Lassie in the passage.,2.0,True,6.3,25136.0,23.0,25159.0
2,5,news,127,False,No one.,2.0,True,2.1,25604.0,10.0,25614.0
2,5,news,129,False,Princess Eugenie,1.0,False,0.8,24454.0,5.0,24459.0
2,5,news,128,False,No information is provided about Winehouse.,2.0,True,2.4,25404.0,15.0,25419.0
2,5,news,130,False,No information is given about Pakistan.,2.0,True,1.6,25351.0,14.0,25365.0
2,5,news,131,False,No information is given about someone named Snow.,2.0,True,1.9,25126.0,16.0,25142.0
2,5,news,132,False,No.,2.0,True,5.0,25571.0,9.0,25580.0
2,5,news,122,False,No one was injured.,2.0,True,21.9,25535.0,12.0,25547.0
2,5,news,134,False,No information is given about a price increase in alcohol.,2.0,True,10.8,25377.0,1182.0,26559.0
2,5,news,135,False,There is no mention of Chavez.,2.0,True,4.3,25318.0,20.0,25338.0
2,5,news,133,False,Finch and canary fighting.,1.0,False,26.6,24456.0,8.0,24464.0
2,5,news,126,False,No information.,2.0,True,55.9,25377.0,1174.0,26551.0
2,5,news,136,False,Colon cancer screening.,2.0,True,34.4,25561.0,17.0,25578.0
2,5,news,139,False,No explosion mentioned.,2.0,True,1.4,25516.0,11.0,25527.0
2,5,news,137,False,Nothing is mentioned about mail.,2.0,True,39.1,25396.0,334.0,25730.0
2,5,news,142,False,"Nowhere, they were arrested.",2.0,True,0.7,25408.0,14.0,25422.0
2,5,news,143,False,Hong Kong street.,1.0,False,0.3,24463.0,5.0,24468.0
2,5,news,144,True,David Cameron's,1.0,False,0.5,24455.0,4.0,24459.0
2,5,news,145,False,There is no information about Kerry Thomas being charged with anything in the passage.,2.0,True,0.9,25383.0,22.0,25405.0
2,5,news,146,False,There is no information about a collision in the provided passage.,2.0,True,1.1,25539.0,19.0,25558.0
2,5,news,147,False,Engine falling off a plane.,1.0,False,0.5,24459.0,7.0,24466.0
2,5,news,138,False,Clothes.,2.0,True,32.2,25449.0,1165.0,26614.0
2,5,news,149,False,"Fair play, respect, and solidarity.",1.0,False,0.5,24459.0,9.0,24468.0
2,5,news,140,False,Private Luke Worsley.,2.0,True,10.7,25371.0,1180.0,26551.0
2,5,news,148,False,None (Hubbard is not mentioned in the passage),2.0,True,2.5,25420.0,246.0,25666.0
2,5,news,141,False,No information.,2.0,True,20.2,25375.0,1174.0,26549.0
2,5,news,150,False,New York.,2.0,True,15.6,25396.0,1135.0,26531.0
2,5,news,151,False,There is no information about the Secretary of State in the passage.,2.0,True,15.2,25373.0,1187.0,26560.0
2,5,news,152,False,Navy.,2.0,True,48.8,25348.0,10.0,25358.0
2,5,news,155,False,No information is provided about a movie.,2.0,True,34.8,25387.0,57.0,25444.0
2,5,news,157,False,Indigenous majority.,2.0,True,1.8,25357.0,14.0,25371.0
2,5,news,153,False,Nothing is mentioned.,2.0,True,41.5,25347.0,11.0,25358.0
2,5,news,159,True,Holding veterans care funding hostage.,1.0,False,1.9,24457.0,8.0,24465.0
2,5,news,160,False,Veterans' care funding.,1.0,False,0.6,24460.0,7.0,24467.0
2,5,news,161,False,No information.,2.0,True,1.2,25375.0,52.0,25427.0
2,5,news,154,False,No one died of an overdose in the given passage.,2.0,True,41.3,25608.0,897.0,26505.0
2,5,news,156,False,The Afghan conflict.,2.0,True,8.1,25377.0,1178.0,26555.0
2,5,news,163,False,No answer available.,2.0,True,2.2,25445.0,11.0,25456.0
2,5,news,158,False,There is no mention of Donna Greenwell.,2.0,True,7.4,25402.0,568.0,25970.0
2,5,news,165,False,No information.,2.0,True,1.7,25375.0,52.0,25427.0
2,5,news,166,False,Fear on their faces.,1.0,False,1.4,24457.0,6.0,24463.0
2,5,news,167,True,David Beckham,1.0,False,0.8,24455.0,3.0,24458.0
2,5,news,169,False,Lost their fourth league game.,2.0,True,3.6,25472.0,13.0,25485.0
2,5,news,168,False,Sevilla.,2.0,True,14.5,25472.0,10.0,25482.0
2,5,news,164,False,No information.,2.0,True,17.7,25379.0,1177.0,26556.0
2,5,news,172,False,Not mentioned.,2.0,True,34.2,25124.0,10.0,25134.0
2,5,news,171,False,Lack of democracy,1.0,False,34.3,24456.0,5.0,24461.0
2,5,news,173,False,"Beauty, voice, inner being",1.0,False,0.6,24454.0,7.0,24461.0
2,5,news,174,False,Alvaro Uribe,1.0,False,1.2,24457.0,6.0,24463.0
2,5,news,170,False,No information.,2.0,True,46.3,25612.0,10.0,25622.0
2,5,news,176,False,There is no information about Mary Winkler in the passage.,2.0,True,3.6,25406.0,20.0,25426.0
2,5,news,162,False,Heavy fighting.,2.0,True,58.1,25176.0,1159.0,26335.0
2,5,news,178,False,No one.,2.0,True,1.9,25284.0,10.0,25294.0
2,5,news,177,True,"""Until the Day Is Done""",2.0,True,5.9,25572.0,14.0,25586.0
2,5,news,179,False,No information is given about Mable Randon.,2.0,True,2.6,25381.0,59.0,25440.0
2,5,news,181,False,London.,2.0,True,2.1,25435.0,9.0,25444.0
2,5,news,183,False,There is no information about an extinct sea creature fossil sale.,2.0,True,1.4,25136.0,19.0,25155.0
2,5,news,182,False,There is no information about a London bus bombing in the passage.,2.0,True,3.6,25306.0,20.0,25326.0
2,5,news,185,False,US Embassy in Baku,1.0,False,4.0,24458.0,6.0,24464.0
2,5,news,184,False,1961.,2.0,True,4.3,25464.0,10.0,25474.0
2,5,news,186,False,7.5 percent,1.0,False,6.6,24459.0,5.0,24464.0
2,5,news,180,False,No information is available about Mable Randon.,2.0,True,18.8,25184.0,1148.0,26332.0
2,5,news,188,False,Bouteflika made his visit to Batna as planned.,2.0,True,38.4,25387.0,573.0,25960.0
2,5,news,175,False,There is no mention of Winkler in the passage.,2.0,True,59.5,25614.0,19.0,25633.0
2,5,news,187,False,Satellite maps.,2.0,True,45.2,25321.0,11.0,25332.0
2,5,news,189,True,Yuvraj Singh.,1.0,False,35.0,24467.0,6.0,24473.0
2,5,news,191,False,None appeared worrisome.,1.0,False,2.4,24456.0,7.0,24463.0
2,5,news,194,False,19 Ethiopians,1.0,False,0.8,24456.0,5.0,24461.0
2,5,news,195,False,"Bridgeport, Alabama.",1.0,False,1.8,24457.0,6.0,24463.0
2,5,news,193,True,24 years.,2.0,True,4.9,25404.0,10.0,25414.0
2,5,news,197,False,None.,2.0,True,1.7,25130.0,9.0,25139.0
2,5,news,198,False,None mentioned.,2.0,True,0.9,25377.0,52.0,25429.0
2,5,news,192,False,There is no information about Yu Sheng products.,2.0,True,8.0,25186.0,1163.0,26349.0
2,5,news,190,False,None mentioned.,2.0,True,8.8,25180.0,1168.0,26348.0
2,5,news,200,True,Augustin Binya,1.0,False,1.3,24458.0,5.0,24463.0
2,5,novel,00950a36_13,True,Shah Amurath,1.0,False,2.1,30309.0,6.0,30315.0
2,5,novel,00950a36_14,False,A savage or a madman.,1.0,False,0.5,30312.0,8.0,30320.0
2,5,news,196,False,No mention.,2.0,True,9.6,25377.0,1174.0,26551.0
2,5,novel,00950a36_12,True,Akif.,2.0,True,12.6,31363.0,616.0,31979.0
2,5,novel,00950a36_15,False,No one is mentioned in the passage.,2.0,True,13.6,31178.0,42.0,31220.0
2,5,novel,3e966645_2,False,Mr. Saul,1.0,False,5.0,30308.0,4.0,30312.0
2,5,novel,3e966645_1,False,Oz,2.0,True,44.7,31322.0,60.0,31382.0
2,5,novel,3e966645_4,False,Nothing.,2.0,True,34.7,31293.0,15.0,31308.0
2,5,news,199,False,None mentioned.,2.0,True,53.3,25377.0,1177.0,26554.0
2,5,novel,3e966645_6,False,Mr. Salton,1.0,False,2.5,30308.0,5.0,30313.0
2,5,novel,3e966645_8,False,London,1.0,False,1.0,30312.0,2.0,30314.0
2,5,novel,3e966645_5,False,There is no mention of former officers dying from an illness.,2.0,True,38.2,31328.0,514.0,31842.0
2,5,novel,3e966645_9,False,I don't have the information to answer your question.,2.0,True,4.0,31314.0,18.0,31332.0
2,5,novel,3e966645_12,False,None mentioned.,2.0,True,2.3,31181.0,22.0,31203.0
2,5,novel,3e966645_16,False,There is no Davis mentioned in the passage.,2.0,True,0.8,31178.0,16.0,31194.0
2,5,novel,3e966645_17,False,The South Seas.,1.0,False,0.3,30312.0,5.0,30317.0
2,5,novel,3e966645_10,False,the City of Papeete.,2.0,True,8.8,31183.0,1259.0,32442.0
2,5,novel,3e966645_19,False,There is no information about 3 beggars operating out of the Tahitian port of Papeete or any former American sea captain.,2.0,True,2.0,31212.0,40.0,31252.0
2,5,novel,3e966645_7,False,There is no mention of a ship or a U.S. Consul in the passage.,2.0,True,11.0,31295.0,1507.0,32802.0
2,5,novel,3e966645_22,False,Melbourne.,1.0,False,1.1,30317.0,4.0,30321.0
2,5,novel,3e966645_11,False,Tahiti.,2.0,True,10.4,31173.0,1256.0,32429.0
2,5,novel,6a659de3_2,False,Evil powers,1.0,False,6.6,30314.0,4.0,30318.0
2,5,novel,3e966645_21,False,There is no mention of this in the passage.,2.0,True,14.1,31273.0,515.0,31788.0
2,5,novel,3e966645_20,False,The City of Papeete.,2.0,True,14.4,31199.0,635.0,31834.0
2,5,novel,6a659de3_4,False,Kallikrates,1.0,False,34.0,30319.0,5.0,30324.0
2,5,novel,3e966645_23,False,There is no mention of a failed English businessman or 3 beggars operating out of the Tahitian port of Papeete.,2.0,True,47.5,31185.0,1521.0,32706.0
2,5,novel,6a659de3_3,False,"The Princess, Dorothy, Glinda, the Wizard, and the evil creatures.",2.0,True,39.8,31308.0,35.0,31343.0
2,5,novel,6a659de3_7,False,The passage does not mention a box.,2.0,True,2.3,31322.0,24.0,31346.0
2,5,novel,6a659de3_8,False,No one mentioned in the passage.,2.0,True,3.5,31176.0,14.0,31190.0
2,5,novel,6a659de3_5,False,There is no mention of Vincey or Leo in the passage.,2.0,True,42.4,31185.0,1265.0,32450.0
2,5,novel,6a659de3_14,False,Robert Herrick,1.0,False,0.5,30307.0,4.0,30311.0
2,5,novel,6a659de3_6,False,Olivia.,2.0,True,9.5,31145.0,1498.0,32643.0
2,5,novel,6a659de3_17,False,No one.,2.0,True,0.7,31178.0,10.0,31188.0
2,5,novel,9561a72a_1,False,Ozma.,2.0,True,2.0,31432.0,11.0,31443.0
2,5,novel,9561a72a_0,False,There is no information about Dorothy Gale in the passage.,2.0,True,2.2,30975.0,18.0,30993.0
2,5,novel,9561a72a_3,False,The gardens of Clavering Park.,1.0,False,0.6,30311.0,9.0,30320.0
2,5,novel,9561a72a_5,False,There is no mention of Dorothy in the passage.,2.0,True,1.3,30973.0,17.0,30990.0
2,5,novel,9561a72a_9,False,"None, there is no mention of Dorothy.",2.0,True,2.5,31163.0,19.0,31182.0
2,5,novel,6a659de3_11,False,There is no mention of a character named Leo in the passage.,2.0,True,19.5,31353.0,1211.0,32564.0
2,5,novel,6a659de3_12,False,No information is given about a person named Vincey.,2.0,True,20.6,31161.0,1506.0,32667.0
2,5,novel,9561a72a_10,False,She doesn't.,2.0,True,45.0,31322.0,11.0,31333.0
2,5,novel,9561a72a_12,True,Guph,1.0,False,34.7,30314.0,4.0,30318.0
2,5,novel,9561a72a_7,False,No location given.,2.0,True,48.6,31312.0,59.0,31371.0
2,5,novel,bf55d1c1_2,False,Olivia,1.0,False,1.6,30310.0,3.0,30313.0
2,5,novel,bf55d1c1_1,False,There is no mention of Arabella or murder in the passage.,2.0,True,2.3,31172.0,20.0,31192.0
2,5,novel,bf55d1c1_3,False,Shah Amurath,1.0,False,1.2,30317.0,6.0,30323.0
2,5,novel,bf55d1c1_5,False,Shah Amurath.,2.0,True,4.2,30973.0,313.0,31286.0
2,5,novel,bf55d1c1_0,False,There is no mention of Adam or a snake problem in the passage.,2.0,True,8.7,31157.0,1509.0,32666.0
2,5,novel,9561a72a_11,True,King Roquat,1.0,False,49.8,30315.0,4.0,30319.0
2,5,novel,bf55d1c1_10,False,There is no mention of this in the passage.,2.0,True,0.7,31308.0,17.0,31325.0
2,5,novel,bf55d1c1_11,False,No one mentioned Adam or Arabella in the passage.,2.0,True,0.8,31259.0,24.0,31283.0
2,5,novel,bf55d1c1_12,False,London,1.0,False,0.4,30314.0,2.0,30316.0
2,5,novel,ca4b98f5_0,False,SHADOWS IN THE MOONLIGHT.,1.0,False,0.5,30309.0,10.0,30319.0
2,5,novel,ca4b98f5_1,False,Captain Clavering,1.0,False,0.3,30316.0,5.0,30321.0
2,5,novel,ca4b98f5_2,False,Law,1.0,False,0.4,30316.0,2.0,30318.0
2,5,novel,ca4b98f5_3,False,Clavering Park,1.0,False,0.4,30315.0,5.0,30320.0
2,5,novel,ca4b98f5_4,False,There is no mention of Florence Burton in the passage.,2.0,True,0.8,31149.0,30.0,31179.0
2,5,novel,bf55d1c1_6,False,No mention of Arabella or a hole.,2.0,True,14.0,31157.0,1504.0,32661.0
2,5,novel,bf55d1c1_9,False,April 1934.,2.0,True,16.9,31149.0,1500.0,32649.0
2,5,novel,ca4b98f5_8,False,There is no mention of Harry or Florence in the passage.,2.0,True,37.9,31161.0,1507.0,32668.0
2,5,novel,ca4b98f5_6,False,There is no character named Harry in the passage.,2.0,True,44.2,30989.0,1496.0,32485.0
2,5,novel,bf55d1c1_4,False,There is no mention of Adam marrying anyone in the passage.,2.0,True,58.1,31145.0,1507.0,32652.0
2,5,novel,ca4b98f5_12,False,Lady Clavering,1.0,False,0.8,30309.0,5.0,30314.0
2,5,novel,ca4b98f5_13,False,Lady Clavering,1.0,False,0.9,30311.0,5.0,30316.0
2,5,novel,ca4b98f5_11,False,There is no mention of Harry in the passage.,2.0,True,5.2,31179.0,518.0,31697.0
2,5,novel,ca4b98f5_16,False,Lady Clavering,1.0,False,1.1,30311.0,5.0,30316.0
2,5,novel,ca4b98f5_17,False,Julia Brabazon,1.0,False,1.9,30310.0,6.0,30316.0
2,5,novel,ca4b98f5_18,False,Julia Brabazon.,2.0,True,1.9,31202.0,154.0,31356.0
2,5,novel,ca4b98f5_14,False,Merchant.,2.0,True,11.0,31187.0,1251.0,32438.0
2,5,novel,ca4b98f5_10,False,This passage does not mention a character named Harry or his fiancée.,2.0,True,47.1,31153.0,1510.0,32663.0
2,5,caselaw,21,False,5,2.0,True,3.3,25696.0,20.0,25716.0
2,5,caselaw,23,True,3,1.0,False,2.0,24480.0,2.0,24482.0
2,5,caselaw,27,False,5,1.0,False,1.6,24393.0,2.0,24395.0
2,5,novel,ca4b98f5_15,False,There is no mention of a person named Harry or his second fiancee in the passage.,2.0,True,13.3,31157.0,1513.0,32670.0
2,5,caselaw,25,False,5,2.0,True,2.6,25664.0,20.0,25684.0
2,5,caselaw,29,False,4,1.0,False,1.5,24465.0,2.0,24467.0
2,5,caselaw,33,True,5,1.0,False,1.3,24410.0,2.0,24412.0
2,5,caselaw,35,False,5,1.0,False,1.3,24476.0,2.0,24478.0
2,5,caselaw,31,True,5,2.0,True,7.2,25819.0,8.0,25827.0
2,5,caselaw,41,False,3,1.0,False,9.3,24381.0,2.0,24383.0
2,5,caselaw,39,False,5,2.0,True,43.2,25700.0,17.0,25717.0
2,5,caselaw,43,False,5,1.0,False,38.7,24432.0,2.0,24434.0
2,5,caselaw,47,False,5,2.0,True,1.7,25764.0,20.0,25784.0
2,5,caselaw,45,False,2,2.0,True,35.7,25782.0,14.0,25796.0
2,5,caselaw,51,True,5,1.0,False,1.9,24400.0,2.0,24402.0
2,5,caselaw,53,False,5,2.0,True,3.8,25742.0,17.0,25759.0
2,5,caselaw,57,False,4,1.0,False,2.4,24451.0,2.0,24453.0
2,5,caselaw,37,True,5,2.0,True,52.7,25675.0,842.0,26517.0
2,5,caselaw,55,False,3,1.0,False,6.7,24470.0,2.0,24472.0
2,5,caselaw,59,False,5,1.0,False,2.2,24482.0,2.0,24484.0
2,5,caselaw,49,False,3,2.0,True,12.5,25754.0,14.0,25768.0
2,5,caselaw,61,False,5,2.0,True,5.7,25672.0,17.0,25689.0
2,5,caselaw,65,True,5,2.0,True,4.9,25790.0,20.0,25810.0
2,5,caselaw,63,False,5,2.0,True,6.0,25887.0,8.0,25895.0
2,5,caselaw,67,True,5,2.0,True,3.3,25514.0,14.0,25528.0
2,5,caselaw,75,True,2,1.0,False,0.4,24380.0,2.0,24382.0
2,5,caselaw,77,False,3,1.0,False,5.2,24397.0,2.0,24399.0
2,5,caselaw,71,False,5,2.0,True,10.7,25794.0,17.0,25811.0
2,5,caselaw,69,False,3,2.0,True,46.2,25575.0,1016.0,26591.0
2,5,caselaw,73,False,3,2.0,True,44.5,25712.0,14.0,25726.0
2,5,caselaw,81,False,3,1.0,False,35.1,24442.0,2.0,24444.0
2,5,caselaw,85,False,5,1.0,False,1.1,24396.0,2.0,24398.0
2,5,caselaw,87,False,5,1.0,False,0.9,24409.0,2.0,24411.0
2,5,caselaw,91,False,5,2.0,True,1.6,25768.0,20.0,25788.0
2,5,caselaw,93,False,5,1.0,False,1.6,24446.0,2.0,24448.0
2,5,caselaw,83,False,5,2.0,True,4.8,25662.0,17.0,25679.0
2,5,caselaw,79,False,5,2.0,True,45.8,25817.0,842.0,26659.0
2,5,caselaw,95,False,5,1.0,False,7.4,24401.0,2.0,24403.0
2,5,caselaw,97,False,5,2.0,True,7.6,25771.0,8.0,25779.0
2,5,caselaw,101,False,5,2.0,True,1.3,25702.0,17.0,25719.0
2,5,caselaw,89,False,5,2.0,True,12.2,25720.0,17.0,25737.0
2,5,caselaw,103,False,4,1.0,False,1.7,24402.0,2.0,24404.0
2,5,caselaw,107,False,4,2.0,True,1.7,25761.0,8.0,25769.0
2,5,caselaw,99,False,4,2.0,True,8.2,25806.0,17.0,25823.0
2,5,caselaw,111,False,5,1.0,False,0.9,24417.0,2.0,24419.0
2,5,caselaw,113,False,5,1.0,False,1.0,24399.0,2.0,24401.0
2,5,caselaw,117,False,3,1.0,False,9.1,24522.0,2.0,24524.0
2,5,caselaw,105,False,4,2.0,True,46.1,25896.0,20.0,25916.0
2,5,caselaw,115,False,5,2.0,True,44.0,25913.0,890.0,26803.0
2,5,caselaw,119,True,3,1.0,False,34.6,24416.0,2.0,24418.0
2,5,caselaw,109,False,3,2.0,True,47.2,25620.0,11.0,25631.0
2,5,caselaw,123,True,5,2.0,True,2.2,25744.0,20.0,25764.0
2,5,caselaw,129,True,2,2.0,True,2.4,25984.0,20.0,26004.0
2,5,caselaw,121,False,5,2.0,True,5.5,25764.0,17.0,25781.0
2,5,caselaw,133,False,4,1.0,False,2.7,24390.0,2.0,24392.0
2,5,caselaw,135,False,2,1.0,False,4.8,24703.0,2.0,24705.0
2,5,caselaw,127,False,5,2.0,True,11.1,25716.0,17.0,25733.0
2,5,caselaw,131,False,5,2.0,True,8.1,25792.0,20.0,25812.0
2,5,caselaw,125,True,5,2.0,True,13.1,25746.0,17.0,25763.0
2,5,caselaw,143,False,3,1.0,False,0.8,24528.0,2.0,24530.0
2,5,caselaw,137,False,4,1.0,False,1.8,24571.0,2.0,24573.0
2,5,caselaw,139,False,5,2.0,True,1.9,25574.0,14.0,25588.0
2,5,caselaw,145,False,5,1.0,False,0.7,24430.0,2.0,24432.0
2,5,caselaw,147,False,3,1.0,False,1.0,24500.0,2.0,24502.0
2,5,caselaw,149,True,1,1.0,False,1.4,24448.0,2.0,24450.0
2,5,caselaw,141,False,2,1.0,False,4.0,24415.0,2.0,24417.0
2,5,caselaw,155,False,2,1.0,False,1.1,24457.0,2.0,24459.0
2,5,caselaw,153,False,2,1.0,False,6.4,24480.0,2.0,24482.0
2,5,caselaw,151,True,5,1.0,False,11.0,24402.0,2.0,24404.0
2,5,caselaw,157,False,5,1.0,False,9.1,24426.0,2.0,24428.0
2,5,caselaw,165,False,5,1.0,False,34.2,24490.0,2.0,24492.0
2,5,caselaw,161,False,5,1.0,False,38.4,24433.0,2.0,24435.0
2,5,caselaw,163,False,5,2.0,True,35.5,25676.0,20.0,25696.0
2,5,caselaw,169,True,5,2.0,True,3.2,25756.0,17.0,25773.0
2,5,caselaw,159,True,5,2.0,True,47.7,25602.0,14.0,25616.0
2,5,caselaw,171,False,5,2.0,True,6.1,25810.0,14.0,25824.0
2,5,caselaw,173,False,5,2.0,True,4.7,25828.0,17.0,25845.0
2,5,caselaw,179,False,5,1.0,False,1.9,24415.0,2.0,24417.0
2,5,caselaw,177,False,5,2.0,True,5.0,25700.0,20.0,25720.0
2,5,caselaw,167,False,5,2.0,True,13.3,25790.0,20.0,25810.0
2,5,caselaw,175,False,4,1.0,False,9.2,24380.0,2.0,24382.0
2,5,caselaw,181,False,5,2.0,True,4.5,25528.0,14.0,25542.0
2,5,caselaw,183,False,5,2.0,True,2.7,25852.0,20.0,25872.0
2,5,caselaw,191,True,3,1.0,False,0.5,24450.0,2.0,24452.0
2,5,caselaw,193,False,5,1.0,False,0.5,24493.0,2.0,24495.0
2,5,caselaw,187,False,3,2.0,True,7.8,25534.0,14.0,25548.0
2,5,caselaw,197,False,4,1.0,False,4.0,24430.0,2.0,24432.0
2,5,caselaw,189,True,5,2.0,True,11.4,25768.0,14.0,25782.0
2,5,caselaw,199,False,4,1.0,False,33.9,24564.0,2.0,24566.0
2,5,caselaw,185,False,5,2.0,True,46.6,25756.0,20.0,25776.0
2,5,caselaw,201,True,3,1.0,False,34.3,24434.0,2.0,24436.0
2,5,caselaw,203,False,4,1.0,False,0.9,24390.0,2.0,24392.0
2,5,caselaw,195,False,5,1.0,False,44.6,24407.0,2.0,24409.0
2,5,caselaw,207,True,5,1.0,False,1.0,24396.0,2.0,24398.0
2,5,caselaw,213,False,3,1.0,False,1.7,24439.0,2.0,24441.0
2,5,caselaw,211,True,4,1.0,False,3.9,24504.0,2.0,24506.0
2,5,caselaw,209,True,5,2.0,True,4.6,25548.0,11.0,25559.0
2,5,caselaw,217,False,5,1.0,False,3.8,24403.0,2.0,24405.0
2,5,caselaw,215,False,5,2.0,True,6.6,25656.0,11.0,25667.0
2,5,caselaw,221,False,3,1.0,False,1.4,24437.0,3.0,24440.0
2,5,caselaw,225,False,1,1.0,False,2.2,24468.0,2.0,24470.0
2,5,caselaw,219,False,4,1.0,False,7.5,24397.0,2.0,24399.0
2,5,caselaw,205,False,5,2.0,True,12.7,25758.0,20.0,25778.0
2,5,caselaw,231,False,1,1.0,False,1.1,24539.0,2.0,24541.0
2,5,caselaw,223,True,4,1.0,False,4.7,24457.0,2.0,24459.0
2,5,caselaw,227,True,5,1.0,False,2.5,24477.0,2.0,24479.0
2,5,caselaw,233,True,3,1.0,False,1.1,24364.0,2.0,24366.0
2,5,caselaw,229,False,,2.0,True,2.6,25448.0,23.0,25471.0
2,5,caselaw,241,False,5,1.0,False,0.7,24434.0,2.0,24436.0
2,5,caselaw,239,False,5,1.0,False,1.3,24418.0,2.0,24420.0
2,5,caselaw,245,False,3,1.0,False,9.5,24421.0,2.0,24423.0
2,5,caselaw,243,False,5,2.0,True,9.8,25792.0,14.0,25806.0
2,5,caselaw,247,False,4,1.0,False,33.8,24448.0,2.0,24450.0
2,5,caselaw,237,True,4,1.0,False,45.5,24444.0,2.0,24446.0
2,5,caselaw,235,False,2,2.0,True,46.2,25836.0,20.0,25856.0
2,5,caselaw,251,False,5,2.0,True,1.0,25428.0,8.0,25436.0
2,5,caselaw,249,False,3,1.0,False,35.8,24398.0,2.0,24400.0
2,5,caselaw,257,True,3,1.0,False,1.9,24409.0,2.0,24411.0
2,5,caselaw,255,False,5,2.0,True,2.9,25778.0,14.0,25792.0
2,5,caselaw,261,True,5,1.0,False,2.4,24555.0,2.0,24557.0
2,5,caselaw,259,True,3,1.0,False,6.6,24454.0,2.0,24456.0
2,5,caselaw,263,True,5,2.0,True,6.2,25716.0,14.0,25730.0
2,5,caselaw,253,False,5,2.0,True,11.9,25646.0,20.0,25666.0
2,5,caselaw,265,False,3,1.0,False,7.7,24421.0,2.0,24423.0
2,5,caselaw,267,False,4,1.0,False,4.7,24511.0,2.0,24513.0
2,5,caselaw,275,False,4,1.0,False,0.9,24397.0,2.0,24399.0
