question_id,question,answer,evidence_char_pos,evidence_word_pos,type
314,How many people where killed by Sudanese forces January and Februrary?,115,97077,15854,newsqa_extractive
315,Where were the 115 people killed?,"Darfur villages,",97166,15870,newsqa_extractive
316,What were targeting the villages ?,Helicopter gunships and fixed-wing aircraft,97387,15902,newsqa_extractive
317,What targeted the villages?,Helicopter gunships and fixed-wing aircraft,97387,15902,newsqa_extractive
318,"Who forced 30,000 people from their homes?",armed militias,97459,15911,newsqa_extractive
319,What is the named of the armed militia?,"Janjaweed,",99489,16220,newsqa_extractive
320,Where was most of the deaths,eastern Michoacan,100227,16334,newsqa_extractive
321,where did most deaths occur,"eastern Michoacan state,",100227,16334,newsqa_extractive
322,In what Mexican state were most of the deaths?,eastern Michoacan,100227,16334,newsqa_extractive
323,How many people nationwise are affected by the floods?,"Up to 37,000",101527,16530,newsqa_extractive
324,What works are featured?,Impressionists.,102921,16758,newsqa_extractive
325,whaat is the name of the art,"""Inspiring Impressionism""",102938,16759,newsqa_extractive
326,What is the name of the event at the museum?,"""Inspiring Impressionism""",102938,16759,newsqa_extractive
327,When does the show run at the High museum,through January,103047,16777,newsqa_extractive
328,"Where does ""Inspiring Impressionism"" go next","the show will then travel to Denver February 23 to May 25,",103107,16786,newsqa_extractive
329,What art museums get the art show next?,Seattle,103191,16804,newsqa_extractive
330,Name a museum that will also stage the show,Seattle Art,103191,16804,newsqa_extractive
331,"Which artists ""Inspiring Impressionism"" fetures","Claude Monet, Pierre-Auguste Renoir and Paul Cézanne.",104482,17020,newsqa_extractive
332,What reached a stranded freighter?,A tugboat,106463,17339,newsqa_extractive
333,What reached the stranded freighter?,A tugboat,106463,17339,newsqa_extractive
334,Who saved the people?,tugboat,106465,17340,newsqa_extractive
335,Who does the tugboat reach?,"a disabled freighter carrying 22 people,",106493,17344,newsqa_extractive
336,What is the number of crew members on the freighter?,"22 people,",106523,17348,newsqa_extractive
337,What did the crew have to endure?,"Hurricane Ike without power,",106564,17356,newsqa_extractive
338,what did poor conditions cause the coast guard to do?,"abort the rescue,",107497,17508,newsqa_extractive
339,What do authorities onshore find in responding to calls for help?,too dangerous,107815,17562,newsqa_extractive
340,Was the situation potentially dangerous?,strong winds made it too,108018,17596,newsqa_extractive
341,Who is Claus von Bulow accused of killing?,"""Sunny"" von Bulow",110547,18017,newsqa_extractive
342,Who had a conviction overturned?,"Her husband, Claus,",110834,18066,newsqa_extractive
343,What was Claus von Bulow accused of doing?,trying to kill her,110869,18072,newsqa_extractive
344,How did von Bulow try to kill his wife?,"with an overdose of insulin,",110888,18076,newsqa_extractive
345,With what method did Claus von Bulow attempt his crime?,"overdose of insulin,",110896,18078,newsqa_extractive
346,What was the verdict in the second trial?,acquitted,111073,18108,newsqa_extractive
347,What lawyer spoke for Claus von Bulow?,"Famed defense attorney Alan Dershowitz,",112599,18353,newsqa_extractive
348,Where did Claus von Bulow live?,"London, England.",113180,18455,newsqa_extractive
349,Where is Claus von Bulow living?,"London, England.",113180,18455,newsqa_extractive
350,Where is Claus Von Bulow living now?,"London, England.",113180,18455,newsqa_extractive
351,who hold public inquiry,British Defence Secretary Bob Ainsworth,114501,18672,newsqa_extractive
352,who holds public inquiry,British Defence Secretary Bob Ainsworth,114501,18672,newsqa_extractive
353,UK to hold public inquiry into what?,allegations that Iraqis were killed and abused after a firefight more than five years ago in the southern part of the country.,114583,18683,newsqa_extractive
354,Allegations center around aftermath of firefight at what checkpoint?,Danny Boy,114797,18720,newsqa_extractive
355,What was placed in the doctor's car?,"a bomb,",116664,19026,newsqa_extractive
356,Aerial footage showed what?,the white SUV with its hood blown up and its front end extensively damaged.,117292,19125,newsqa_extractive
357,what  did the arial footage show,the white SUV with its hood blown up and its front end extensively damaged.,117292,19125,newsqa_extractive
358,What kind of car was the bomb placed in?,white SUV,117296,19126,newsqa_extractive
359,Is Dr. Pierce liked by the community?,"Pierce is well-liked,",118370,19296,newsqa_extractive
360,who spoke to the activist,Essence.com,119050,19406,newsqa_extractive
361,Who did Essence speak to?,"Phillip Jackson, a well-known political activist",119071,19409,newsqa_extractive
362,Who did Essense speak to?,"Phillip Jackson,",119071,19409,newsqa_extractive
363,What did the activist say?,This is a national catastrophe,119507,19475,newsqa_extractive
364,How many of the children were killed within 8 miles of Obama's former house?,75 percent,120148,19584,newsqa_extractive
365,What percentage was killed within 8 miles of obama's former house,75 percent,120148,19584,newsqa_extractive
366,Wednesday marks what anniversary of the Iranian hostage crisis?,30th,121936,19873,newsqa_extractive
367,what is it an anniversary of,"Iranian hostage crisis,",121960,19877,newsqa_extractive
368,Iran is firmly warning against reformists doing what?,taking to the streets to protest the government.,122115,19901,newsqa_extractive
369,when is the anniversary,"November 4,",122307,19927,newsqa_extractive
370,Who are thought to have had no contact with outsiders?,jungle dwellers,124302,20220,newsqa_extractive
371,where is the photos published?,"The National Indian Foundation,",124720,20287,newsqa_extractive
372,what are uncontacted tribes,indigenous groups that are thought to have had no contact with outsiders,124864,20309,newsqa_extractive
373,what does government say,"The photos released Thursday show men who look strong and healthy,",126056,20490,newsqa_extractive
374,what is the information about men in shelters provided by government?,"look strong and healthy,",126098,20497,newsqa_extractive
375,What was the temperature in Houston?,104 degrees,126780,20612,newsqa_extractive
376,What was the temperature in Houston on Wednesday?,104 degrees,126780,20612,newsqa_extractive
377,What temperature was reached in Houston?,104 degrees,126780,20612,newsqa_extractive
378,When was the previous record set?,1980.,126909,20635,newsqa_extractive
379,When did the last record high occur?,1980.,126909,20635,newsqa_extractive
380,What year was  the previous record from?,1980.,126909,20635,newsqa_extractive
381,Where have advisories been made?,"Houston; Dallas, Texas; and New Orleans, Louisiana,",127379,20710,newsqa_extractive
382,What cities are under a heat advisory?,"Houston; Dallas,",127379,20710,newsqa_extractive
383,What is the violence a result of?,drug-related,130891,21282,newsqa_extractive
384,Who died after being shot?,Sean Taylor.,132103,21482,newsqa_extractive
385,Who fired the fatal shot?,Eric Rivera Jr.,132143,21488,newsqa_extractive
386,Who is alleged to have fired the fatal shot>,Eric Rivera Jr.,132143,21488,newsqa_extractive
387,Who was shot during a home invasion?,Sean Taylor.,132199,21500,newsqa_extractive
388,Who will be moved on Wednesday?,"Eric Rivera Jr.,",132728,21582,newsqa_extractive
389,Where will Eric Rivera Jr. be moved to?,a Miami-Dade juvenile detention facility,132873,21608,newsqa_extractive
390,Where will Eric Rivera Jr. be moved?,a Miami-Dade juvenile detention facility,132873,21608,newsqa_extractive
391,What was Lawson hiding?,a sedated monkey,134899,21943,newsqa_extractive
392,Who faked her pregnancy?,"Gypsy Lawson,",135139,21980,newsqa_extractive
393,What was Lawson convicted of?,smuggling and conspiracy to smuggle the monkey in violation of the Endangered Species Act and other federal laws.,135207,21992,newsqa_extractive
394,What ruse did Lawson attempt?,hid the young rhesus macaque monkey under a loose-fitting blouse,135329,22011,newsqa_extractive
395,What did Gypsy Lawson smuggle?,rhesus macaque monkey,135343,22014,newsqa_extractive
396,Where was this animal smuggled from?,"Bangkok, Thailand,",135411,22025,newsqa_extractive
397,What is the maximum penalty for a smuggling conviction?,"20 years in prison, a $250,000 fine",137457,22339,newsqa_extractive
398,Where can you view 9/11 memorials?,Pentagon's,138241,22465,newsqa_extractive
399,How much has the former defense secretary donated?,hundreds of thousands of dollars,138893,22573,newsqa_extractive
400,What did former defense secretary donate thousands for?,build the Pentagon memorial.,138951,22584,newsqa_extractive
401,What did the president say?,"""On a day when buildings fell, heroes rose,""",139035,22595,newsqa_extractive
402,"Finish the quote.. ""On a day when building fell..""","heroes rose,""",139066,22601,newsqa_extractive
403,"What rose when buildings fell, according to the president?",heroes,139066,22601,newsqa_extractive
404,Who is the mayor of New York?,Michael Bloomberg,140389,22815,newsqa_extractive
405,What did the mayor say?,"""We come each year to stand alongside those who loved and lost the most, to bear witness to the day which began like any other and ended as none ever has,"" Bloomberg said.",140701,22873,newsqa_extractive
406,What did Sarkozy say?,"French President Nicolas Sarkozy said his ""determination is intact"" to continue ""this battle against terrorism for democracy and liberty.""",142527,23175,newsqa_extractive
407,Who is the president of France?,Nicolas Sarkozy,142544,23177,newsqa_extractive
408,Who says the cause is just?,"Sarkozy,",142752,23211,newsqa_extractive
409,What Taliban claim was dismissed by officials?,15 suicide bombers with small arms and machine guns entered the base and inflicted heavy casualties,145216,23597,newsqa_extractive
410,Who dismissed the Taliban claim?,NATO-led force and Khost governor,145335,23617,newsqa_extractive
411,Who is in talks?,Philippe Senderos,146331,23775,newsqa_extractive
412,Who is in talks to leave Arsenal & join Everton?,Philippe Senderos,146331,23775,newsqa_extractive
413,What is Philippe Senderos in talks to do?,leave Arsenal and join,146364,23781,newsqa_extractive
414,Who did Senderos spend an injury-hit loan spell with?,Italy's AC Milan.,146671,23833,newsqa_extractive
415,Where did Senderos have a loan spell last season?,Italy's AC Milan.,146671,23833,newsqa_extractive
416,When did Senderos join Arsenal from Servette?,in the summer of 2003,148149,24076,newsqa_extractive
417,When did he join Arsenal?,summer of 2003,148156,24078,newsqa_extractive
418,what Mandhester express an interest about?,multi-million dollar bid for the Spain striker.,149127,24231,newsqa_extractive
419,What has happened to Torres?,"knee injury,",149317,24264,newsqa_extractive
420,who is the city manager?,Roberto Mancini,149904,24360,newsqa_extractive
421,What does Mancini say?,"""We are a top team and I think all the top",149936,24364,newsqa_extractive
422,What happened in rio de janeiro?,rains caused devastating flooding and mudslides,151432,24621,newsqa_extractive
423,that caused the tragedy?,devastating flooding and mudslides,151445,24623,newsqa_extractive
424,What is the death toll in Rio?,"710,",152011,24714,newsqa_extractive
425,what is the new death toll?,"710,",152011,24714,newsqa_extractive
426,Where are bodies strewn?,amongst fallen boulders,152453,24779,newsqa_extractive
427,What was the hardest hit?,Nova Friburgo,153550,24955,newsqa_extractive
428,what city was hit the hardest?,Nova Friburgo,153550,24955,newsqa_extractive
429,What is the newest health fad in Japan?,"intravenous vitamin ""drips""",154510,25111,newsqa_extractive
430,In which country are intravenous vitamin boosts very popular?,Japan:,154598,25125,newsqa_extractive
431,What do vitamin injections target?,a particular health ailment or beauty concern.,154706,25142,newsqa_extractive
432,What does vitamin injections target?,particular health ailment or beauty concern.,154708,25143,newsqa_extractive
433,Among whom are the injections popular?,celebrities,156330,25404,newsqa_extractive
434,What does celebrities and businessmen take for fatigue?,B 12.,156412,25415,newsqa_extractive
435,what Vitamin injections are popular among celebrities?,B 12.,156412,25415,newsqa_extractive
436,What did authorities find in Bergendorff's Nevada hotel room?,"ricin, weapons and an anarchist manual",157314,25565,newsqa_extractive
437,Where did authorities find ricin and guns?,Roger Von Bergendorff's Nevada hotel room.,157356,25572,newsqa_extractive
438,Who was indicted on ricin possession charges?,"Roger Von Bergendorff,",157402,25578,newsqa_extractive
439,Who got indicted?,"Roger Von Bergendorff,",157402,25578,newsqa_extractive
440,Who has been hospitalized?,"Roger Von Bergendorff,",157402,25578,newsqa_extractive
441,"Who is the winner of the ""best job"" competition?",Ben Southall,159396,25890,newsqa_extractive
442,Who won best job competition?,Ben Southall,159396,25890,newsqa_extractive
443,What entity was advertising the dream island caretaking job?,"Tourism Quensland,",159555,25914,newsqa_extractive
444,How much money was the caretaking job?,"$100,000.",159961,25981,newsqa_extractive
445,How much is the caretaker job paying?,"$100,000.",159961,25981,newsqa_extractive
446,What does the six month stint involve?,"feed the fish, clean the pool and send weekly blog and video reports",160585,26077,newsqa_extractive
447,"Who is getting a $400,000 tax credit to hire workers?",LAH Development,161976,26308,newsqa_extractive
448,How much is the tax credit?,"almost $400,000",162258,26352,newsqa_extractive
449,How much tax credit?,"$400,000",162265,26353,newsqa_extractive
450,What will the Pennsylvania program train veterans to do?,welding.,162648,26417,newsqa_extractive
451,Who is looking to hire 125 people?,Biostorage,164159,26652,newsqa_extractive
452,Who appears Monday?,"Jenny Sanford,",164554,26713,newsqa_extractive
453,Who is SC's first lady?,"Jenny Sanford,",164554,26713,newsqa_extractive
454,Who is South Carolina's first lady?,"Jenny Sanford,",164554,26713,newsqa_extractive
455,Where is the first lady appearing?,"""Larry King Live,""",164720,26737,newsqa_extractive
456,Who did Sanford have an affair with?,an Argentine woman,164958,26777,newsqa_extractive
457,What was said about Mark Sanford?,"""It saddens me because I believed in him and a number of people believed in him,""",165186,26813,newsqa_extractive
458,Who vows to buy land to relocate entire nation?,president of the Maldives,166827,27106,newsqa_extractive
459,Maldives president is buying land for what reason?,wants to relocate -- his entire country.,166853,27110,newsqa_extractive
460,In 2004 the island was badly hit by what?,tsunami.,166965,27129,newsqa_extractive
461,Who is the new president of the Maldives?,"Mohamed ""Anni"" Nasheed,",166975,27130,newsqa_extractive
462,What can happen to islands in the Indian Ocean due to climate change?,sink under water,167282,27175,newsqa_extractive
463,How many people were killed or presumed missing due to a tsunami on this island?,"an estimated 273,800",167751,27256,newsqa_extractive
464,What does the new Maldives president vow to do?,save the nation.,168326,27346,newsqa_extractive
465,Where is Maldives considering land?,Sri Lanka and India,168800,27431,newsqa_extractive
466,Where did the plane land?,parking lot of a New Jersey shopping mall.,171030,27785,newsqa_extractive
467,What was the reported cause of the crash?,"a ""rough-running engine""",171103,27797,newsqa_extractive
468,What did the pilot report?,"a ""rough-running engine""",171103,27797,newsqa_extractive
469,What did the mall worker think?,"It's craziness,""",171894,27934,newsqa_extractive
470,When was X-ray radiation discovered?,1895,173507,28199,newsqa_extractive
471,Who  discovered X-ray radiation in 1895?,Wilhelm Conrad Röntgen,173515,28201,newsqa_extractive
472,Who developed the Gamma Knife?,Lars Leksell,174397,28341,newsqa_extractive
473,Who developed the Gamma Knife in 1960s?,Lars Leksell,174397,28341,newsqa_extractive
474,what is the gamma knife,a radiosurgical tool that uses a high dose of radiation to eradicate cancerous cells.,174438,28348,newsqa_extractive
475,Name the person that won the Nobel Prize,Michael Bishop,174976,28437,newsqa_extractive
476,what was the prize for,"research that found that oncogenic human papilloma virus, or HPV, causes cervical",175901,28594,newsqa_extractive
477,Who wants to keep Guantanamo Bay open,Families of September 11 victims,176227,28642,newsqa_extractive
478,Who have urged obama to keep gitmo open?,Families of September 11 victims,176227,28642,newsqa_extractive
479,What do families of 9/11 victims want from Obama?,to drop plans to close the facility and to restart terror trials there.,176334,28657,newsqa_extractive
480,What us Obama administration trying to do?,close the facility,176351,28661,newsqa_extractive
481,What do they want him to restart?,terror trials,176385,28667,newsqa_extractive
482,What have the obama goverment decided to do?,suspend military commissions at Guantanamo Bay,177150,28787,newsqa_extractive
483,Does the Obama administration know what to do with detainees,reviews,177222,28796,newsqa_extractive
484,What team is currently in the lead?,Manchester United's,179262,29122,newsqa_extractive
485,What was the score of the game?,1-0,179352,29134,newsqa_extractive
486,Who scores winner just before halftime?,Nicolas Anelka,179415,29144,newsqa_extractive
487,What did Anelka do?,headed the only goal,179430,29146,newsqa_extractive
488,Who was angry not to be awarded a penalty for handball?,"Bolton,",179768,29198,newsqa_extractive
489,What is the name of the main striker?,Kevin Davies,181140,29432,newsqa_extractive
490,Who earns a place in the final of the Italian cup?,Inter Milan,182134,29595,newsqa_extractive
491,What did Inter Milan do?,moved into the final of the Italian Cup,182146,29597,newsqa_extractive
492,What was the reason for Florida landing call off?,bad weather,183012,29743,newsqa_extractive
493,Where was the landing called off for bad weather?,Florida.,183085,29757,newsqa_extractive
494,what did mission control said?,"""Welcome home Discovery,""",183202,29774,newsqa_extractive
495,What did mission control say about mission?,"""Welcome home Discovery,""",183202,29774,newsqa_extractive
496,Is there additional cost to land shuttle in California?,$1.7 million,183949,29891,newsqa_extractive
497,Who will spend a year as a Distinguished Visiting Fellow?,Donald Rumsfeld's,186135,30227,newsqa_extractive
498,What did Stanford say about Rumsfeld?,"does not uphold the ""ethical values"" of the school.",186225,30240,newsqa_extractive
499,"What has been signed by more than 3,500?",an online petition,186474,30276,newsqa_extractive
500,How many have signed the online petition?,"3,500 signatures,",186614,30298,newsqa_extractive
501,How many signed the online petition?,"3,500 signatures,",186614,30298,newsqa_extractive
502,Who was appointing Rumsfeld?,Hoover Institution's,187612,30448,newsqa_extractive
503,What was well within the Hoover Institution's right?,to appoint Rumsfeld.,187639,30451,newsqa_extractive
504,What will he spend a year as?,Distinguished Visiting Fellow,187930,30492,newsqa_extractive
505,What position will he hold for a year?,Distinguished Visiting Fellow,187930,30492,newsqa_extractive
506,who refuses  to talk about phone hacking,Neville Thurlbeck,190345,30872,newsqa_extractive
507,Who was the former chief reporter?,Neville Thurlbeck,190345,30872,newsqa_extractive
508,Who says he never heard about phone hacking until an arrest?,Neville Thurlbeck,190345,30872,newsqa_extractive
509,what did they refuse to talk about,illegal eavesdropping,190473,30895,newsqa_extractive
510,who said he never heard about phone hacking until an arrest,"Mazher Mahmoud,",190634,30919,newsqa_extractive
511,what did mahzer mahmoud say,"""Exposing criminality gives me great satisfaction,""",190956,30967,newsqa_extractive
512,where did The study tracked dissolved oxygen levels?,the Gulf of Mexico,193400,31348,newsqa_extractive
513,When did the study track oxygen levels?,following the BP oil,193419,31352,newsqa_extractive
514,whats is Deep-water oxygen levels ?,"20 percent below their long-term average,",193594,31382,newsqa_extractive
515,What did the report conclude?,"estimates that 70 to 79 percent of the oil that leaked from the well ""has not been recovered and remains a threat to the ecosystem.""",195222,31656,newsqa_extractive
516,that the federal report does not address?,"broad ecosystem consequences of hydrocarbons released into the environment,""",195399,31688,newsqa_extractive
517,who made no statement?,The White House,196672,31887,newsqa_extractive
518,who was in the meeting?,"Vice President Joe Biden, Defense Secretary Robert Gates, Joint Chiefs of Staff Chairman Adm. Michael Mullen, Afghanistan commanding Gen. Stanley McChrystal, U.S. Ambassador to Afghanistan Karl Eikenberry and other senior officials,",196780,31906,newsqa_extractive
519,"Meeting included Biden, Gates, Mullen, and who else?","Gen. Stanley McChrystal, U.S. Ambassador to Afghanistan Karl Eikenberry",196913,31924,newsqa_extractive
520,what does obama want clarification on?,how and when U.S. troops would turn over responsibility to the Afghan government.,197190,31967,newsqa_extractive
521,Obama wanted clarification on what?,how and when U.S. troops would turn over responsibility to the Afghan government.,197190,31967,newsqa_extractive
522,when will he announce his decision?,until at least next week.,197599,32035,newsqa_extractive
523,Obama will announce decision when?,until at least next week.,197599,32035,newsqa_extractive
524,when will obama announce his decision?,next week.,197614,32038,newsqa_extractive
525,what is the follow up for motorolas xoom tablet,"Droid Xyboard,",200112,32420,newsqa_extractive
526,What is the name of the tablet?,"Droid Xyboard,",200112,32420,newsqa_extractive
527,WHat is the name of the new tablet?,"Droid Xyboard,",200112,32420,newsqa_extractive
528,What is the size of the new tablet?,8.2-inch and 10.1-inch,200481,32480,newsqa_extractive
529,What sizes of the Xyboard are available?,8.2-inch and 10.1-inch,200481,32480,newsqa_extractive
530,what sizes are xyboard avaliable in,8.2-inch and 10.1-inch,200481,32480,newsqa_extractive
531,what can you do with the tablet,hold it one-handed.,201045,32574,newsqa_extractive
532,Where can the tablet fit?,in one hand,201626,32672,newsqa_extractive
533,What powers the new Xyboard tablet?,"a dual-core 1.2GHz processor with 1GB of RAM,",202056,32743,newsqa_extractive
534,What was rescued alive?,18 people,203930,33060,newsqa_extractive
535,Did any of the people die?,"""Everyone has been recovered",204269,33118,newsqa_extractive
536,What is on the scene?,RAF's aeronautical rescue,204360,33132,newsqa_extractive
537,What was the injuries?,"no major injuries.""",204489,33151,newsqa_extractive
538,What was ditched in the North Sea?,Super Puma helicopter,204551,33160,newsqa_extractive
539,what did the census bureau declare,The U.S. population is expected to top out at close to 312.8 million people,206003,33421,newsqa_extractive
540,what did the poll reveal,U.S. population is expected to top out at close to 312.8,206007,33422,newsqa_extractive
541,What is the U.S. population expected to be?,312.8 million,206058,33432,newsqa_extractive
542,How much of an increase is that from last year?,0.7%,206233,33461,newsqa_extractive
543,What is the top New Year's destination?,"Manhattan's Times Square,",206879,33567,newsqa_extractive
544,What is Ruben accused of doing?,of shooting and paralyzing a U.S. Army soldier,208195,33787,newsqa_extractive
545,What is he accused of doing?,shooting and paralyzing a U.S. Army soldier,208198,33788,newsqa_extractive
546,What are they accused of?,shooting and paralyzing a U.S. Army soldier,208198,33788,newsqa_extractive
547,Who filed special allegations?,Michael Ramos,208429,33822,newsqa_extractive
548,What did the DA file?,"the charge Tuesday against 19-year-old Ruben Jurado,",208449,33825,newsqa_extractive
549,What age is Ruben Jurado?,19-year-old,208476,33829,newsqa_extractive
550,who will be arraigned?,"Ruben Jurado,",208488,33830,newsqa_extractive
551,The DA also filed special allegations including what?,"involving premeditation and the use and discharge of a firearm causing great bodily injury,""",208574,33842,newsqa_extractive
552,When is Ruben Jurado expected to be arraigned?,Wednesday or Thursday.,208800,33879,newsqa_extractive
553,"Who's planning 4,000-megawatt wind farm?",T. Boone Pickens,212383,34496,newsqa_extractive
554,What does Pickens say?,"explains his investment in a 4,000-megawatt wind farm",212400,34499,newsqa_extractive
555,How many megawatts?,"4,000-megawatt wind farm",212429,34504,newsqa_extractive
556,Where will Pickens put the turbines?,"big tract of land in Texas,",212632,34540,newsqa_extractive
557,What is the yearly amout of royalties a turbine will generate?,"around 20,000",214929,34954,newsqa_extractive
558,How much will a turbine generate?,"20,000 [dollars] a year in royalty income.",214936,34955,newsqa_extractive
559,Amount of people that couldn't identify heart's location,More than half,215794,35117,newsqa_extractive
560,Who couldn't identify heart's location?,More than half of people cannot pinpoint the exact,215794,35117,newsqa_extractive
561,How many people couldn't identify the heart's location?,More than half of,215794,35117,newsqa_extractive
562,What organs ocation did more then half of surveyed people failed  to identify,the exact location of the human heart,215835,35124,newsqa_extractive
563,What did the expert speculate?,"poorer quality of health care,",216055,35163,newsqa_extractive
564,What country cannot identify heart's location?,Britons,216196,35186,newsqa_extractive
565,What is the main subject of the survey?,basic anatomy,216646,35263,newsqa_extractive
566,What does health literacy contribute to?,people would now know more about their body.,217745,35428,newsqa_extractive
567,What could be similar or worse?,a study based in the United States,217834,35443,newsqa_extractive
568,What is shifting the balance of power?,developing longer-range ballistic and anti-ship missiles,219787,35767,newsqa_extractive
569,What is shifting the balance of power in region?,developing longer-range ballistic and anti-ship missiles,219787,35767,newsqa_extractive
570,What could Beijing's lack of transparency lead to?,unintended conflict.,220817,35921,newsqa_extractive
571,What area had a lack of transparency?,China's military and security affairs,220870,35927,newsqa_extractive
572,"What is partly to blame, according to U.S. admiral?",the cessation of talks between the Chinese and,221466,36012,newsqa_extractive
573,What did the US admiral say is partly to blame?,the cessation of talks between the Chinese and U.S. militaries.,221466,36012,newsqa_extractive
574,The cessation talks were between who?,Chinese and U.S. militaries.,221501,36018,newsqa_extractive
575,where is the money being diverted?,"to a notorious militant group,",224256,36456,newsqa_extractive
576,What estimated percentage live in militant areas?,60 percent,225672,36673,newsqa_extractive
577,How many could run out of food in the next few weeks?,millions of Somalis,226198,36755,newsqa_extractive
578,when will they run out of food?,"next few weeks,",226225,36760,newsqa_extractive
579,What can R2 do?,grasp and hold objects just like a human hand.,227620,36984,newsqa_extractive
580,What is the robots name?,"R2,",227684,36996,newsqa_extractive
581,What is R2 short for?,Robonaut 2.,227698,36999,newsqa_extractive
582,Where will it travel to?,the International Space Station,227730,37005,newsqa_extractive
583,Where will R2 travel to?,International Space Station,227734,37006,newsqa_extractive
584,on what vehicle will R2 reach the international space station?,shuttle Discovery,227779,37012,newsqa_extractive
585,What will it be doing?,"help astronauts in performing their regular tasks,""",229521,37298,newsqa_extractive
586,who calls for the resignation?,U.N. special investigator,230645,37483,newsqa_extractive
587,Who was call for resignation?,top Kenyan officials,230701,37491,newsqa_extractive
588,Who accuses security forces of killing hundreds of men in 2008 repression?,Philip Alston,231085,37546,newsqa_extractive
589,Who is proud of the distrubution of condoms?,Clay Adams,233970,37986,newsqa_extractive
590,How many rubbers were distrubuted?,"100,000",234172,38021,newsqa_extractive
591,how much did gave out at Mardi Gras?,"100,000",234172,38021,newsqa_extractive
592,How many rubbers were distributed?,"100,000",234172,38021,newsqa_extractive
593,when have condoms been free for athletes at games since?,1992,235570,38241,newsqa_extractive
594,did the count of dead exceed 20,Thirty-six people were killed,236504,38394,newsqa_extractive
595,How many people were killed in Peshawar?,Thirty-six,236504,38394,newsqa_extractive
596,How many people died in Lahore?,Thirty-six,236504,38394,newsqa_extractive
597,how many were killed,Thirty-six,236504,38394,newsqa_extractive
598,How many people were hurt in Lahore?,109,236698,38424,newsqa_extractive
599,what is the nature of the explosions,"did not appear to be a suicide attack but could instead have been bombs detonated by remote control,",236743,38430,newsqa_extractive
600,Where did the floodwaters come from?,the north of Thailand,239907,38931,newsqa_extractive
601,Will the floodwater disappear quickly?,shows little sign of disappearing,239934,38936,newsqa_extractive
602,How long has it been flooded?,"For almost a month,",240163,38975,newsqa_extractive
603,How long have the residents been living in water?,"almost a month,",240167,38976,newsqa_extractive
604,Are the flood waters expected to disappear quickly?,flooding would remain for weeks,240465,39023,newsqa_extractive
605,What is the factory owner doing?,"take a boat out each day with his friend Alex Stamp and cousin Duccio Lucchesi to distribute water, food and clothes to those in need.",240612,39048,newsqa_extractive
606,What is the factory owner trying to do?,"distribute water, food and clothes to those in need.",240694,39064,newsqa_extractive
607,Who does the factory owner want to help?,those in need.,240732,39070,newsqa_extractive
608,who is helping to lead the retreat?,"Shiza Shahid, left, a 20-year-old Stanford University student, is",243771,39568,newsqa_extractive
609,who were fighting?,government soldiers and Taliban militants,244020,39605,newsqa_extractive
610,Who were the Pakistani soldiers fighting?,Taliban militants,244044,39608,newsqa_extractive
611,Who had their charges dropped?,"Abd al-Rahim al-Nashiri,",246998,40096,newsqa_extractive
612,What are the charges against Abd al-Rahim al-Nashiri?,"bombing of the destroyer USS Cole,",247042,40103,newsqa_extractive
613,What bombing happened Friday?,the USS Cole.,247200,40130,newsqa_extractive
614,Who is scheduled to go on trial?,Abd al-Rahim al-Nashiri,247970,40250,newsqa_extractive
615,What charges against Abd al-Rahim al Nashiri were dropped?,planning the October 2000 bombing of the Cole while it was in the Yemeni port of Aden.,248216,40290,newsqa_extractive
616,Who is Obama meeting privately with?,families of the Cole attack and also,249558,40507,newsqa_extractive
617,Who attended the party?,Whitney Houston,249901,40563,newsqa_extractive
618,After how many years Whitney Houston held listening party?,seven-year,250091,40595,newsqa_extractive
619,Who where in audience at Houston party?,David Foster,251178,40777,newsqa_extractive
620,Who was writing the songs for her new album?,"proven hit makers such as R. Kelly, Alicia Keys, Akon and Johnta Austin.",251385,40811,newsqa_extractive
621,waht said steve wonder?,"""God takes care of his children.""",252651,41027,newsqa_extractive
622,What did Stevie Wonder say?,"""God takes care of his children.""",252651,41027,newsqa_extractive
623,Who was the Fox news host?,Glenn Beck,252802,41050,newsqa_extractive
624,Who else have quoted him?,GOP strategist Lee Atwater.,252907,41069,newsqa_extractive
625,Where did Dunn say she got the Mao quote from?,Lee Atwater.,252922,41071,newsqa_extractive
626,What did Beck say?,"""It would be like me saying to you, 'you know who my favorite political philosopher is? Adolf Hitler.' Have you read Mein Kampf? [She wants to] fight your fight like Hitler did,""",254608,41352,newsqa_extractive
627,Who has also quoted Mao in the past?,"Newt Gingrich,",256340,41647,newsqa_extractive
628,what money was taken,$15.5 million,256556,41684,newsqa_extractive
629,Where was the money taken from?,brokerage firm,256594,41690,newsqa_extractive
630,What is Madoff charged with?,He faces one charge of securities fraud in connection,257604,41847,newsqa_extractive
631,What is the possible punishment Madoff faces?,up to 20 years in prison and a $5 million fine if convicted.,257750,41871,newsqa_extractive
632,What does Madoff face?,up to 20 years in prison and a $5 million fine if convicted.,257750,41871,newsqa_extractive
633,What team does Tom Brady play for?,Patriots,259045,42092,newsqa_extractive
634,Did the Patriots win?,flunked their chance of a perfect 19-0 season and Super Bowl glory.,259054,42093,newsqa_extractive
635,what were they aiming for,a perfect 19-0 season and Super Bowl glory.,259078,42097,newsqa_extractive
636,What was the final score?,17-14,259353,42147,newsqa_extractive
